unix,date,symbol,open,high,low,close,Volume APE,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1736121600000,2025-01-06 00:00:00,APE/USDT,1.27,1.373,1.251,1.366,122.882,95.68308,11.102,8.11316,10,1.284
1736035200000,2025-01-05 00:00:00,APE/USDT,1.373,1.373,1.373,1.373,0,0,0,0,0,1.373
1735948800000,2025-01-04 00:00:00,APE/USDT,1.373,1.373,1.373,1.373,298.09,217.10865,98.096,71.44656,8,1.373
1735862400000,2025-01-03 00:00:00,APE/USDT,1.293,1.324,1.293,1.323,41.763,31.93673,35.826,27.44969,10,1.307
1735776000000,2025-01-02 00:00:00,APE/USDT,1.185,1.185,1.185,1.185,0,0,0,0,0,1.177
1735689600000,2025-01-01 00:00:00,APE/USDT,1.165,1.185,1.165,1.185,37.577,31.91713,11.233,9.64248,3,1.177
1735603200000,2024-12-31 00:00:00,APE/USDT,1.198,1.198,1.198,1.198,2.778,2.31925,2.778,2.31925,1,1.198
1735516800000,2024-12-30 00:00:00,APE/USDT,1.243,1.243,1.168,1.197,5.758,4.81038,1.019,0.82059,6,1.197
1735430400000,2024-12-29 00:00:00,APE/USDT,1.231,1.231,1.22,1.22,15.695,12.84278,0,0,2,1.222
1735344000000,2024-12-28 00:00:00,APE/USDT,1.237,1.237,1.237,1.237,0,0,0,0,0,1.237
1735257600000,2024-12-27 00:00:00,APE/USDT,1.237,1.237,1.237,1.237,1.999,1.61681,0,0,1,1.237
1735171200000,2024-12-26 00:00:00,APE/USDT,1.174,1.174,1.174,1.174,5.073,4.32155,5.073,4.32155,1,1.174
1735084800000,2024-12-25 00:00:00,APE/USDT,1.409,1.432,1.409,1.432,174.749,123.77679,174.749,123.77679,4,1.411
1734998400000,2024-12-24 00:00:00,APE/USDT,1.232,1.268,1.232,1.267,74.736,59.09425,4.572,3.68822,5,1.264
1734912000000,2024-12-23 00:00:00,APE/USDT,1.116,1.173,1.116,1.163,61.068,53.52902,22.778,19.64806,17,1.141
1734825600000,2024-12-22 00:00:00,APE/USDT,1.11,1.144,1.1,1.134,26.126,23.6049,2.662,2.327,8,1.106
1734739200000,2024-12-21 00:00:00,APE/USDT,1.205,1.212,1.205,1.212,329.893,273.69032,313.162,259.88603,10,1.205
1734652800000,2024-12-20 00:00:00,APE/USDT,1.204,1.205,1.091,1.205,862.393,724.97876,732.618,608.04476,60,1.19
1734566400000,2024-12-19 00:00:00,APE/USDT,1.31,1.344,1.21,1.21,50.508,39.80371,0.999,0.74404,5,1.27
1734480000000,2024-12-18 00:00:00,APE/USDT,1.619,1.619,1.202,1.324,155.369,120.76239,10.706,7.62398,19,1.297
1734393600000,2024-12-17 00:00:00,APE/USDT,1.62,1.62,1.62,1.62,0.281,0.17389,0,0,1,1.62
1734307200000,2024-12-16 00:00:00,APE/USDT,1.703,1.703,1.703,1.703,3.838,2.25383,0,0,1,1.703
1734220800000,2024-12-15 00:00:00,APE/USDT,1.711,1.717,1.711,1.717,5.997,3.49428,1.998,1.16414,3,1.716
1734134400000,2024-12-14 00:00:00,APE/USDT,1.901,1.901,1.901,1.901,1.099,0.57864,1.099,0.57864,1,1.901
1734048000000,2024-12-13 00:00:00,APE/USDT,1.699,1.699,1.699,1.699,0,0,0,0,0,1.563
1733961600000,2024-12-12 00:00:00,APE/USDT,1.532,1.699,1.532,1.699,857.023,548.36432,281.859,174.25324,18,1.563
1733875200000,2024-12-11 00:00:00,APE/USDT,1.452,1.532,1.452,1.524,129.263,84.89789,89.038,58.42846,12,1.522
1733788800000,2024-12-10 00:00:00,APE/USDT,1.48,1.48,1.318,1.428,495.236,361.68532,34.724,25.03883,18,1.369
1733702400000,2024-12-09 00:00:00,APE/USDT,1.771,1.808,1.37,1.532,929.361,626.067,100.554,65.33671,34,1.502
1733616000000,2024-12-08 00:00:00,APE/USDT,1.776,1.829,1.771,1.829,55.846,31,27.435,15,4,1.801
1733529600000,2024-12-07 00:00:00,APE/USDT,1.829,1.899,1.788,1.788,222.587,118.58109,86.623,45.84403,13,1.877
1733443200000,2024-12-06 00:00:00,APE/USDT,1.815,1.89,1.734,1.886,1393.575,755.10829,1305.617,707.13421,48,1.845
1733356800000,2024-12-05 00:00:00,APE/USDT,1.907,1.907,0.751,1.845,1700.506,1120.46799,649.166,398.13219,67,1.549
1733270400000,2024-12-04 00:00:00,APE/USDT,1.865,2.102,1.861,2.1,216.795,112.21898,194.748,100.89941,29,1.933
1733184000000,2024-12-03 00:00:00,APE/USDT,1.593,2.5,1.407,1.865,10737.343,5906.77211,6852.635,3472.20105,103,1.904
1733097600000,2024-12-02 00:00:00,APE/USDT,1.361,1.752,1.354,1.586,657.085,439.15144,324.168,211.66134,39,1.499
1733011200000,2024-12-01 00:00:00,APE/USDT,1.515,1.57,1.354,1.354,564.94,383.6402,311.426,199.22059,26,1.479
1732924800000,2024-11-30 00:00:00,APE/USDT,1.435,1.493,1.435,1.493,16.268,11.16517,16.268,11.16517,7,1.457
1732838400000,2024-11-29 00:00:00,APE/USDT,1.354,2.5,1.351,1.354,3378.069,1881.70288,2050.785,1189.51621,58,1.827
1732752000000,2024-11-28 00:00:00,APE/USDT,1.308,1.404,1.241,1.39,775.028,600.60466,571.392,439.42363,34,1.29
1732665600000,2024-11-27 00:00:00,APE/USDT,1.499,1.5,1.268,1.272,555.143,372.00376,7.32,4.88342,9,1.493
1732579200000,2024-11-26 00:00:00,APE/USDT,1.305,1.305,1.304,1.304,8.374,6.42087,0,0,3,1.304
1732492800000,2024-11-25 00:00:00,APE/USDT,1.379,1.709,1.231,1.231,523.628,371.75852,111.574,72.48208,16,1.415
1732406400000,2024-11-24 00:00:00,APE/USDT,1.279,1.499,1.232,1.369,457.342,327.22208,444.357,317.42214,16,1.398
1732320000000,2024-11-23 00:00:00,APE/USDT,1.224,1.4,1.224,1.251,570.074,444.92128,169.569,123.25679,23,1.284
1732233600000,2024-11-22 00:00:00,APE/USDT,1.156,1.156,1.152,1.152,1.421,1.23261,0.917,0.79632,2,1.153
1732147200000,2024-11-21 00:00:00,APE/USDT,1.071,1.168,0.981,1.156,117.329,103.71912,43.427,37.5846,20,1.133
1732060800000,2024-11-20 00:00:00,APE/USDT,1.102,1.148,1.001,1.148,318.388,302.47287,259.087,245.74871,12,1.055
1731974400000,2024-11-19 00:00:00,APE/USDT,1.049,1.049,1.049,1.049,107.421,102.40416,86.091,82.07052,8,1.049
1731888000000,2024-11-18 00:00:00,APE/USDT,1.2,1.4,1.145,1.145,224.168,162.71824,218.168,157.48263,6,1.38
1731801600000,2024-11-17 00:00:00,APE/USDT,1.088,1.2,1.088,1.2,61.754,54.12947,42.633,36.91411,10,1.141
1731715200000,2024-11-16 00:00:00,APE/USDT,1.121,1.22,1.121,1.13,57.261,49.76729,8.228,7.041,15,1.151
1731628800000,2024-11-15 00:00:00,APE/USDT,1.018,1.018,1.018,1.018,7.498,7.3662,1.109,1.0902,2,1.018
1731542400000,2024-11-14 00:00:00,APE/USDT,1.124,1.399,0.994,1.061,125.476,110.5046,67.791,53.01627,17,1.159
1731456000000,2024-11-13 00:00:00,APE/USDT,1.065,1.066,1.026,1.026,11.954,11.40006,0.608,0.57156,6,1.049
1731369600000,2024-11-12 00:00:00,APE/USDT,1.229,1.229,1.065,1.065,20.097,17.4472,20.097,17.4472,3,1.157
1731283200000,2024-11-11 00:00:00,APE/USDT,1.1,1.1,1.1,1.1,0,0,0,0,0,1.045
1731196800000,2024-11-10 00:00:00,APE/USDT,1.01,1.1,1.01,1.1,6.808,6.52045,5.158,4.8868,5,1.045
1731110400000,2024-11-09 00:00:00,APE/USDT,0.984,0.984,0.984,0.984,7.074,7.18981,7.074,7.18981,2,0.984
1731024000000,2024-11-08 00:00:00,APE/USDT,0.984,0.984,0.984,0.984,0,0,0,0,0,1.101
1730937600000,2024-11-07 00:00:00,APE/USDT,1.075,1.109,0.984,0.984,352.74,320.34293,26.702,24.80631,13,1.101
1730851200000,2024-11-06 00:00:00,APE/USDT,0.821,1.3,0.821,1.075,186.664,157.50445,39.533,38.96325,13,1.208
1730764800000,2024-11-05 00:00:00,APE/USDT,0.74,1.09,0.732,0.95,194.266,220.83567,120.476,128.87711,36,0.889
1730678400000,2024-11-04 00:00:00,APE/USDT,0.733,1.09,0.733,1.09,96.729,105.41481,44.246,47.31468,13,0.92
1730592000000,2024-11-03 00:00:00,APE/USDT,0.999,1,0.726,0.93,240.422,248.72943,200.591,204.51987,31,0.969
1730505600000,2024-11-02 00:00:00,APE/USDT,0.999,0.999,0.999,0.999,8.458,8.467,8.458,8.467,1,0.999
1730419200000,2024-11-01 00:00:00,APE/USDT,0.932,1.099,0.93,0.93,47.454,47.18479,27.058,25.27854,11,1.011
1730332800000,2024-10-31 00:00:00,APE/USDT,1.199,1.199,0.975,0.975,16.056,13.59396,16.056,13.59396,2,1.184
1730246400000,2024-10-30 00:00:00,APE/USDT,1.09,1.09,1.09,1.09,0,0,0,0,0,1.104
1730160000000,2024-10-29 00:00:00,APE/USDT,1.09,1.09,1.09,1.09,0,0,0,0,0,1.104
1730073600000,2024-10-28 00:00:00,APE/USDT,1.112,1.112,1.09,1.09,362.406,328.17356,0,0,8,1.104
1729987200000,2024-10-27 00:00:00,APE/USDT,1.075,1.15,1.075,1.15,187.095,162.88463,187.095,162.88463,8,1.148
1729900800000,2024-10-26 00:00:00,APE/USDT,1.16,1.16,1.15,1.15,123.121,106.62976,0,0,4,1.154
1729814400000,2024-10-25 00:00:00,APE/USDT,1.111,1.497,1.11,1.16,82.68,65.37136,36.763,24.56096,10,1.29
1729728000000,2024-10-24 00:00:00,APE/USDT,1.2,1.65,1.1,1.497,104.321,81.0402,47.785,31.62091,19,1.319
1729641600000,2024-10-23 00:00:00,APE/USDT,1.201,1.699,1.2,1.2,395.689,312.1216,71.559,42.12817,13,1.29
1729555200000,2024-10-22 00:00:00,APE/USDT,1.401,1.699,1.201,1.201,90.83,71.03973,2.452,1.7014,9,1.285
1729468800000,2024-10-21 00:00:00,APE/USDT,1.452,1.75,1.401,1.749,413.101,255.52332,308.219,183.4691,16,1.632
1729382400000,2024-10-20 00:00:00,APE/USDT,1.01,1.799,0.626,1.401,2063.885,1848.49633,1220.224,1257.09543,95,1.272
1729296000000,2024-10-19 00:00:00,APE/USDT,1.53,1.53,0.685,0.685,16.951,19.51625,6.486,4.23986,2,1.008
1729209600000,2024-10-18 00:00:00,APE/USDT,0.603,1.546,0.603,0.745,49.502,56.82621,32.374,28.71244,7,1.04
1729123200000,2024-10-17 00:00:00,APE/USDT,0.758,1.549,0.697,0.697,7.608,8.80733,6.542,7.27855,4,0.957
1729036800000,2024-10-16 00:00:00,APE/USDT,0.738,0.751,0.625,0.632,27.643,39.83241,17.186,23.17323,4,0.698
1728950400000,2024-10-15 00:00:00,APE/USDT,0.613,0.766,0.613,0.766,8.242,10.8986,7.818,10.20757,2,0.758
1728864000000,2024-10-14 00:00:00,APE/USDT,0.732,0.771,0.732,0.771,6.654,8.87211,6.654,8.87211,2,0.75
1728777600000,2024-10-13 00:00:00,APE/USDT,0.606,0.606,0.606,0.606,3.676,6.06682,0,0,1,0.606
1728691200000,2024-10-12 00:00:00,APE/USDT,0.722,0.722,0.722,0.722,0,0,0,0,0,0.722
1728604800000,2024-10-11 00:00:00,APE/USDT,0.722,0.722,0.722,0.722,6.609,9.15512,6.609,9.15512,1,0.722
1728518400000,2024-10-10 00:00:00,APE/USDT,0.679,0.699,0.621,0.621,37.045,53.95701,18.67,26.89549,5,0.686
1728432000000,2024-10-09 00:00:00,APE/USDT,0.843,0.843,0.53,0.697,72.897,125.65707,15.343,20.24824,20,0.594
1728345600000,2024-10-08 00:00:00,APE/USDT,0.845,0.845,0.845,0.845,0,0,0,0,0,0.845
1728259200000,2024-10-07 00:00:00,APE/USDT,0.845,0.845,0.845,0.845,0,0,0,0,0,0.845
1728172800000,2024-10-06 00:00:00,APE/USDT,0.845,0.845,0.845,0.845,0,0,0,0,0,0.845
1728086400000,2024-10-05 00:00:00,APE/USDT,0.845,0.845,0.845,0.845,0,0,0,0,0,0.845
1728000000000,2024-10-04 00:00:00,APE/USDT,0.845,0.845,0.845,0.845,0,0,0,0,0,0.845
1727913600000,2024-10-03 00:00:00,APE/USDT,0.845,0.845,0.845,0.845,0,0,0,0,0,0.845
1727827200000,2024-10-02 00:00:00,APE/USDT,0.845,0.845,0.845,0.845,0,0,0,0,0,0.845
1727740800000,2024-10-01 00:00:00,APE/USDT,0.845,0.845,0.845,0.845,19.999,23.66863,19.999,23.66863,1,0.845
1727654400000,2024-09-30 00:00:00,APE/USDT,0.844,0.846,0.55,0.55,164.371,228.99555,58.704,70.15616,13,0.738
1727568000000,2024-09-29 00:00:00,APE/USDT,0.8,0.8,0.8,0.8,5.156,6.445,5.156,6.445,1,0.8
1727481600000,2024-09-28 00:00:00,APE/USDT,0.846,0.847,0.808,0.847,76.266,91.08155,76.266,91.08155,5,0.837
1727395200000,2024-09-27 00:00:00,APE/USDT,0.848,0.848,0.848,0.848,0,0,0,0,0,0.816
1727308800000,2024-09-26 00:00:00,APE/USDT,0.822,0.848,0.715,0.848,28.829,35.45924,6.74,8.13755,4,0.816
1727222400000,2024-09-25 00:00:00,APE/USDT,0.763,0.857,0.753,0.76,269.101,340.82152,247.101,311.98798,15,0.79
1727136000000,2024-09-24 00:00:00,APE/USDT,0.749,0.749,0.749,0.749,0.454,0.60722,0,0,1,0.749
1727049600000,2024-09-23 00:00:00,APE/USDT,0.755,0.798,0.755,0.798,1.596,2.00001,1.596,2.00001,2,0.797
1726963200000,2024-09-22 00:00:00,APE/USDT,0.665,0.665,0.665,0.665,0,0,0,0,0,0.665
1726876800000,2024-09-21 00:00:00,APE/USDT,0.665,0.665,0.665,0.665,0,0,0,0,0,0.665
1726790400000,2024-09-20 00:00:00,APE/USDT,0.665,0.665,0.665,0.665,0.206,0.31047,0,0,1,0.665
1726704000000,2024-09-19 00:00:00,APE/USDT,0.7,0.755,0.686,0.755,11.038,15.11701,6.853,9.07771,3,0.731
1726617600000,2024-09-18 00:00:00,APE/USDT,0.693,0.693,0.661,0.661,17.503,26.40991,0,0,4,0.662
1726531200000,2024-09-17 00:00:00,APE/USDT,0.742,0.742,0.742,0.742,0,0,0,0,0,0.742
1726444800000,2024-09-16 00:00:00,APE/USDT,0.742,0.742,0.742,0.742,0,0,0,0,0,0.742
1726358400000,2024-09-15 00:00:00,APE/USDT,0.742,0.742,0.742,0.742,0,0,0,0,0,0.742
1726272000000,2024-09-14 00:00:00,APE/USDT,0.742,0.742,0.742,0.742,7.316,9.861,7.316,9.861,1,0.742
1726185600000,2024-09-13 00:00:00,APE/USDT,0.735,0.741,0.735,0.741,73.476,99.87229,8.648,11.6717,3,0.735
1726099200000,2024-09-12 00:00:00,APE/USDT,0.741,0.741,0.734,0.734,14.996,20.4,2.445,3.3,2,0.735
1726012800000,2024-09-11 00:00:00,APE/USDT,0.794,0.796,0.794,0.796,5.021,6.31238,5.021,6.31238,2,0.795
1725926400000,2024-09-10 00:00:00,APE/USDT,0.677,0.677,0.677,0.677,21.961,32.43978,0,0,1,0.677
1725840000000,2024-09-09 00:00:00,APE/USDT,0.683,1.862,0.649,0.836,1305.541,1378.35374,776.729,960.11213,50,1.034
1725753600000,2024-09-08 00:00:00,APE/USDT,0.56,0.56,0.56,0.56,0,0,0,0,0,0.699
1725667200000,2024-09-07 00:00:00,APE/USDT,0.6,0.945,0.5,0.56,71.265,108.27786,24.999,26.45502,6,0.699
1725580800000,2024-09-06 00:00:00,APE/USDT,0.647,0.647,0.647,0.647,0,0,0,0,0,0.647
1725494400000,2024-09-05 00:00:00,APE/USDT,0.647,0.647,0.647,0.647,1,1.547,1,1.547,1,0.647
1725408000000,2024-09-04 00:00:00,APE/USDT,0.601,0.601,0.6,0.6,2.897,4.824,0,0,2,0.6
1725321600000,2024-09-03 00:00:00,APE/USDT,0.6,0.6,0.6,0.6,0,0,0,0,0,0.6
1725235200000,2024-09-02 00:00:00,APE/USDT,0.6,0.6,0.6,0.6,0,0,0,0,0,0.6
1725148800000,2024-09-01 00:00:00,APE/USDT,0.6,0.6,0.6,0.6,25.337,42.22867,0,0,2,0.6
1725062400000,2024-08-31 00:00:00,APE/USDT,0.582,0.612,0.5,0.612,39.534,69.95788,0,0,5,0.567
1724976000000,2024-08-30 00:00:00,APE/USDT,0.651,0.651,0.651,0.651,0,0,0,0,0,0.657
1724889600000,2024-08-29 00:00:00,APE/USDT,0.7,0.7,0.65,0.651,143.267,217.99026,0,0,5,0.657
1724803200000,2024-08-28 00:00:00,APE/USDT,0.997,0.997,0.596,0.596,19.975,20.31205,19.975,20.31205,2,0.988
1724716800000,2024-08-27 00:00:00,APE/USDT,0.544,0.544,0.544,0.544,12.791,23.51457,0,0,1,0.544
1724630400000,2024-08-26 00:00:00,APE/USDT,0.681,1.497,0.53,0.72,162.085,191.07767,111.614,108.11197,16,0.997
1724544000000,2024-08-25 00:00:00,APE/USDT,0.593,0.593,0.593,0.593,22.072,37.22116,0,0,1,0.593
1724457600000,2024-08-24 00:00:00,APE/USDT,0.632,0.697,0.632,0.697,54.654,78.53502,34.585,49.74155,6,0.696
1724371200000,2024-08-23 00:00:00,APE/USDT,0.697,0.697,0.697,0.697,19.678,28.23357,19.678,28.23357,1,0.697
1724284800000,2024-08-22 00:00:00,APE/USDT,0.697,0.697,0.697,0.697,0,0,0,0,0,0.691
1724198400000,2024-08-21 00:00:00,APE/USDT,0.697,0.697,0.697,0.697,0,0,0,0,0,0.691
1724112000000,2024-08-20 00:00:00,APE/USDT,0.697,0.697,0.697,0.697,0,0,0,0,0,0.691
1724025600000,2024-08-19 00:00:00,APE/USDT,0.697,0.697,0.697,0.697,0,0,0,0,0,0.691
1723939200000,2024-08-18 00:00:00,APE/USDT,0.697,0.697,0.697,0.697,0,0,0,0,0,0.691
1723852800000,2024-08-17 00:00:00,APE/USDT,0.697,0.697,0.697,0.697,0,0,0,0,0,0.691
1723766400000,2024-08-16 00:00:00,APE/USDT,0.697,0.697,0.697,0.697,0,0,0,0,0,0.691
1723680000000,2024-08-15 00:00:00,APE/USDT,0.697,0.697,0.697,0.697,0,0,0,0,0,0.691
1723593600000,2024-08-14 00:00:00,APE/USDT,0.593,0.697,0.593,0.697,157.186,227.63072,157.186,227.63072,7,0.691
1723507200000,2024-08-13 00:00:00,APE/USDT,0.593,0.593,0.563,0.563,5.983,10.12909,5.983,10.12909,2,0.59
1723420800000,2024-08-12 00:00:00,APE/USDT,0.555,0.571,0.534,0.571,2026.486,3792.85341,5.279,9.37202,4,0.534
1723334400000,2024-08-11 00:00:00,APE/USDT,0.599,0.599,0.555,0.555,61.967,111.12112,3.188,5.32387,5,0.557
1723248000000,2024-08-10 00:00:00,APE/USDT,0.599,0.599,0.599,0.599,15.712,26.23159,15.712,26.23159,2,0.599
1723161600000,2024-08-09 00:00:00,APE/USDT,0.599,0.599,0.599,0.599,3.999,6.67779,3.999,6.67779,1,0.599
1723075200000,2024-08-08 00:00:00,APE/USDT,0.598,0.598,0.598,0.598,0,0,0,0,0,0.598
1722988800000,2024-08-07 00:00:00,APE/USDT,0.598,0.598,0.598,0.598,11.96,20,11.96,20,1,0.598
1722902400000,2024-08-06 00:00:00,APE/USDT,0.534,0.534,0.534,0.534,0,0,0,0,0,0.513
1722816000000,2024-08-05 00:00:00,APE/USDT,0.566,0.566,0.5,0.534,165.658,322.71791,78.689,154.70485,17,0.513
1722729600000,2024-08-04 00:00:00,APE/USDT,0.658,0.665,0.591,0.601,1339.558,2212.30391,761.369,1267.47028,24,0.605
1722643200000,2024-08-03 00:00:00,APE/USDT,0.669,0.669,0.63,0.63,20.084,31.24959,0,0,7,0.643
1722556800000,2024-08-02 00:00:00,APE/USDT,0.691,0.691,0.673,0.673,29.894,44.35462,29.894,44.35462,2,0.674
1722470400000,2024-08-01 00:00:00,APE/USDT,0.668,0.668,0.668,0.668,2.493,3.73246,0,0,2,0.668
1722384000000,2024-07-31 00:00:00,APE/USDT,0.702,0.702,0.702,0.702,0,0,0,0,0,0.66
1722297600000,2024-07-30 00:00:00,APE/USDT,0.702,0.702,0.702,0.702,0,0,0,0,0,0.66
1722211200000,2024-07-29 00:00:00,APE/USDT,0.736,0.762,0.658,0.702,1892.844,2867.94165,5.125,6.95018,9,0.66
1722124800000,2024-07-28 00:00:00,APE/USDT,0.735,0.735,0.735,0.735,0,0,0,0,0,0.729
1722038400000,2024-07-27 00:00:00,APE/USDT,0.735,0.735,0.735,0.735,0,0,0,0,0,0.729
1721952000000,2024-07-26 00:00:00,APE/USDT,0.735,0.735,0.735,0.735,0,0,0,0,0,0.729
1721865600000,2024-07-25 00:00:00,APE/USDT,0.728,0.746,0.721,0.735,3553.253,4871.29062,2346.473,3213.67985,12,0.729
1721779200000,2024-07-24 00:00:00,APE/USDT,0.784,0.867,0.633,0.79,1153.697,1767.17083,153.698,187.39283,14,0.658
1721692800000,2024-07-23 00:00:00,APE/USDT,0.838,0.838,0.838,0.838,0,0,0,0,0,0.833
1721606400000,2024-07-22 00:00:00,APE/USDT,0.838,0.838,0.838,0.838,0,0,0,0,0,0.833
1721520000000,2024-07-21 00:00:00,APE/USDT,0.812,0.838,0.812,0.838,96.312,115.49179,85.9,103.06723,7,0.833
1721433600000,2024-07-20 00:00:00,APE/USDT,0.777,0.777,0.777,0.777,37.161,47.82636,37.161,47.82636,3,0.777
1721347200000,2024-07-19 00:00:00,APE/USDT,0.777,0.777,0.777,0.777,2.129,2.74084,2.129,2.74084,2,0.777
1721260800000,2024-07-18 00:00:00,APE/USDT,0.777,0.777,0.777,0.777,0,0,0,0,0,0.779
1721174400000,2024-07-17 00:00:00,APE/USDT,0.78,0.78,0.777,0.777,11.186,14.35756,11.186,14.35756,3,0.779
1721088000000,2024-07-16 00:00:00,APE/USDT,0.799,0.812,0.778,0.778,13.225,16.84725,13.225,16.84725,4,0.785
1721001600000,2024-07-15 00:00:00,APE/USDT,0.734,0.799,0.601,0.799,1030.753,1705.68237,30.753,41.78937,14,0.605
1720915200000,2024-07-14 00:00:00,APE/USDT,0.578,0.741,0.578,0.741,18.371,31.40408,1,1.35,2,0.586
1720828800000,2024-07-13 00:00:00,APE/USDT,0.66,0.66,0.66,0.66,0,0,0,0,0,0.674
1720742400000,2024-07-12 00:00:00,APE/USDT,0.654,0.713,0.602,0.66,31.126,46.33412,31.126,46.33412,4,0.674
1720656000000,2024-07-11 00:00:00,APE/USDT,0.526,0.526,0.526,0.526,1690.904,3214.648,0,0,1,0.526
1720569600000,2024-07-10 00:00:00,APE/USDT,0.693,0.693,0.693,0.693,0,0,0,0,0,0.711
1720483200000,2024-07-09 00:00:00,APE/USDT,0.693,0.693,0.693,0.693,0,0,0,0,0,0.711
1720396800000,2024-07-08 00:00:00,APE/USDT,0.711,0.799,0.69,0.693,228.106,321.12918,26.603,33.54314,10,0.711
1720310400000,2024-07-07 00:00:00,APE/USDT,0.702,1.053,0.7,0.71,162.845,199.81377,133.983,159.8275,21,0.829
1720224000000,2024-07-06 00:00:00,APE/USDT,0.726,0.726,0.726,0.726,0,0,0,0,0,0.734
1720137600000,2024-07-05 00:00:00,APE/USDT,0.789,0.789,0.663,0.726,885.605,1207.29722,93.343,133.94935,14,0.734
1720051200000,2024-07-04 00:00:00,APE/USDT,0.885,0.885,0.789,0.789,206.587,252.00662,5.309,6.22427,13,0.82
1719964800000,2024-07-03 00:00:00,APE/USDT,0.945,0.945,0.945,0.945,0,0,0,0,0,0.945
1719878400000,2024-07-02 00:00:00,APE/USDT,0.945,0.945,0.945,0.945,0,0,0,0,0,0.945
1719792000000,2024-07-01 00:00:00,APE/USDT,0.945,0.945,0.945,0.945,0,0,0,0,0,0.945
1719705600000,2024-06-30 00:00:00,APE/USDT,0.945,0.945,0.945,0.945,3.78,4,3.78,4,1,0.945
1719619200000,2024-06-29 00:00:00,APE/USDT,0.94,0.94,0.94,0.94,64.808,68.94469,0,0,2,0.94
1719532800000,2024-06-28 00:00:00,APE/USDT,0.882,0.973,0.799,0.973,1691.578,2086.02774,97.651,101.91786,19,0.812
1719446400000,2024-06-27 00:00:00,APE/USDT,0.845,1.053,0.845,0.994,1321.642,1545.30947,56.938,56.09012,11,0.857
1719360000000,2024-06-26 00:00:00,APE/USDT,0.968,0.968,0.948,0.948,275.887,287.30755,44.145,46.34607,5,0.96
1719273600000,2024-06-25 00:00:00,APE/USDT,0.965,0.965,0.84,0.935,155.789,169.33472,50.642,54.13674,12,0.921
1719187200000,2024-06-24 00:00:00,APE/USDT,1.038,1.038,0.801,0.801,12.406,13.49129,7.008,6.7524,2,0.934
1719100800000,2024-06-23 00:00:00,APE/USDT,1.052,1.052,0.838,0.874,3755.042,3648.10801,232.861,231.05726,14,1.033
1719014400000,2024-06-22 00:00:00,APE/USDT,1.052,1.052,0.985,1.052,5.483,5.30784,5.483,5.30784,3,1.033
1718928000000,2024-06-21 00:00:00,APE/USDT,1.051,1.051,1.051,1.051,2.786,2.65176,2.786,2.65176,1,1.051
1718841600000,2024-06-20 00:00:00,APE/USDT,1,1,1,1,0,0,0,0,0,1.003
1718755200000,2024-06-19 00:00:00,APE/USDT,1,1,1,1,0,0,0,0,0,1.003
1718668800000,2024-06-18 00:00:00,APE/USDT,1.011,1.011,1,1,458.617,456.96284,0,0,10,1.003
1718582400000,2024-06-17 00:00:00,APE/USDT,1.011,1.011,1.011,1.011,7.442,7.3612,0,0,2,1.011
1718496000000,2024-06-16 00:00:00,APE/USDT,1.031,1.031,1.031,1.031,7.415,7.1924,7.415,7.1924,1,1.031
1718409600000,2024-06-15 00:00:00,APE/USDT,1.068,1.099,1.011,1.011,34.787,32.67902,27.515,25.48662,4,1.065
1718323200000,2024-06-14 00:00:00,APE/USDT,1.072,1.072,1.01,1.01,95.049,93.57632,0,0,10,1.015
1718236800000,2024-06-13 00:00:00,APE/USDT,1.05,1.05,1.05,1.05,0,0,0,0,0,1.098
1718150400000,2024-06-12 00:00:00,APE/USDT,1.102,1.107,1.05,1.05,50.534,46.00751,46.83,42.47961,3,1.098
1718064000000,2024-06-11 00:00:00,APE/USDT,1.293,1.293,1.05,1.067,11.764,10.68769,6.099,5.35929,4,1.104
1717977600000,2024-06-10 00:00:00,APE/USDT,1.131,1.131,1.021,1.021,30.078,28.52818,0,0,4,1.056
1717891200000,2024-06-09 00:00:00,APE/USDT,1.12,1.131,1.12,1.131,59.915,53.33883,18.096,16,2,1.123
1717804800000,2024-06-08 00:00:00,APE/USDT,1.16,1.16,1.1,1.1,18.086,16.27491,0,0.00002,5,1.111
1717718400000,2024-06-07 00:00:00,APE/USDT,1.224,1.295,1.137,1.138,140.643,112.98383,91.274,74.38383,10,1.246
1717632000000,2024-06-06 00:00:00,APE/USDT,1.206,1.224,1.01,1.01,191.739,178.5377,31.713,25.90947,8,1.082
1717545600000,2024-06-05 00:00:00,APE/USDT,1.297,1.336,1.245,1.336,46.231,36.03886,25.297,19.24988,7,1.284
1717459200000,2024-06-04 00:00:00,APE/USDT,1.252,1.252,1.252,1.252,0,0,0,0,0,1.252
1717372800000,2024-06-03 00:00:00,APE/USDT,1.252,1.252,1.252,1.252,0,0,0,0,0,1.252
1717286400000,2024-06-02 00:00:00,APE/USDT,1.252,1.252,1.252,1.252,1,0.79888,1,0.79888,2,1.252
1717200000000,2024-06-01 00:00:00,APE/USDT,1.299,1.299,1.205,1.252,115.409,93.95186,115.409,93.95186,8,1.229
1717113600000,2024-05-31 00:00:00,APE/USDT,1.241,1.241,1.241,1.241,4.902,3.95057,0,0,1,1.241
1717027200000,2024-05-30 00:00:00,APE/USDT,1.49,1.49,1.49,1.49,0,0,0,0,0,1.394
