unix,date,symbol,open,high,low,close,Volume ALPHA,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1711843200000,2024-03-31 00:00:00,ALPHA/USDT,0.1446,0.1446,0.1446,0.1446,0,0,0,0,0,0.151
1711756800000,2024-03-30 00:00:00,ALPHA/USDT,0.1575,0.1575,0.1446,0.1446,3.9999,26.5296,1.9999,12.6984,2,0.151
1711670400000,2024-03-29 00:00:00,ALPHA/USDT,0.1455,0.1455,0.1455,0.1455,0,0,0,0,0,0.1455
1711584000000,2024-03-28 00:00:00,ALPHA/USDT,0.1455,0.1455,0.1455,0.1455,0.0704,0.4843,0,0,1,0.1455
1711497600000,2024-03-27 00:00:00,ALPHA/USDT,0.1648,0.1649,0.1338,0.1338,48.1563,306.5824,24.0496,145.9086,5,0.1575
1711411200000,2024-03-26 00:00:00,ALPHA/USDT,0.1498,0.1625,0.1498,0.1625,23.7059,155.2993,23.7059,155.2993,8,0.1528
1711324800000,2024-03-25 00:00:00,ALPHA/USDT,0.09,0.09,0.09,0.09,0,0,0,0,0,0.1355
1711238400000,2024-03-24 00:00:00,ALPHA/USDT,0.09,0.09,0.09,0.09,0,0,0,0,0,0.1355
1711152000000,2024-03-23 00:00:00,ALPHA/USDT,0.0875,0.15,0.0875,0.09,76.2811,574.0726,71.3837,519.699,18,0.1355
1711065600000,2024-03-22 00:00:00,ALPHA/USDT,0.148,0.1483,0.0808,0.0875,54.5018,428.119,49.4218,365.2946,7,0.1347
1710979200000,2024-03-21 00:00:00,ALPHA/USDT,0.072,0.148,0.06,0.1299,80.2143,774.6565,59.2909,470.5151,20,0.1124
1710892800000,2024-03-20 00:00:00,ALPHA/USDT,0.11,0.1486,0.055,0.1486,126.0671,1368.485,34.9838,262.5068,38,0.1005
1710806400000,2024-03-19 00:00:00,ALPHA/USDT,0.149,0.1692,0.0801,0.1289,967.3773,7098.3727,263.1221,2278.1883,40,0.1461
1710720000000,2024-03-18 00:00:00,ALPHA/USDT,0.1524,0.1704,0.1524,0.1565,56.9078,338.3309,49.9999,294.7679,8,0.1683
1710633600000,2024-03-17 00:00:00,ALPHA/USDT,0.1588,0.166,0.1242,0.166,5.0262,32.4642,2.1585,13.4301,4,0.1565
1710547200000,2024-03-16 00:00:00,ALPHA/USDT,0.1322,0.175,0.1208,0.1625,56.2153,355.6415,44.2462,280.7247,13,0.1595
1710460800000,2024-03-15 00:00:00,ALPHA/USDT,0.0816,0.159,0.0816,0.1406,7.479,56.4568,6.5899,45.5618,3,0.1374
1710374400000,2024-03-14 00:00:00,ALPHA/USDT,0.1649,0.1662,0.0814,0.1443,176.3823,1384.4339,113.3818,804.7165,30,0.1315
1710288000000,2024-03-13 00:00:00,ALPHA/USDT,0.1768,0.1768,0.1768,0.1768,0,0,0,0,0,0.1944
1710201600000,2024-03-12 00:00:00,ALPHA/USDT,0.1947,0.1947,0.1768,0.1768,185.581,954.6291,2.8173,15.9353,4,0.1944
1710115200000,2024-03-11 00:00:00,ALPHA/USDT,0.1766,0.2,0.1766,0.1947,448.16,2302.0102,50.1818,256.6044,13,0.1947
1710028800000,2024-03-10 00:00:00,ALPHA/USDT,0.1846,0.19,0.1832,0.1832,273.8933,1467.6721,66.3992,359.9368,9,0.1866
1709942400000,2024-03-09 00:00:00,ALPHA/USDT,0.175,0.2,0.1612,0.18,1170.7724,6556.0399,257.8123,1366.5422,35,0.179
1709856000000,2024-03-08 00:00:00,ALPHA/USDT,0.1399,0.1636,0.1399,0.1636,12.6396,80.1105,9.6396,60.5792,5,0.1581
1709769600000,2024-03-07 00:00:00,ALPHA/USDT,0.1625,0.1627,0.1625,0.1627,2.1181,13.034,2.1181,13.034,2,0.1625
1709683200000,2024-03-06 00:00:00,ALPHA/USDT,0.1455,0.1541,0.1405,0.1495,36.0721,243.8277,20.8196,142.0318,12,0.1481
1709596800000,2024-03-05 00:00:00,ALPHA/USDT,0.1571,0.1688,0.125,0.1451,176.986,1162.3533,33.9753,238.8637,15,0.1531
1709510400000,2024-03-04 00:00:00,ALPHA/USDT,0.145,0.1649,0.145,0.1649,58.617,379.0871,54.3428,352.2883,11,0.1551
1709424000000,2024-03-03 00:00:00,ALPHA/USDT,0.1126,0.1455,0.103,0.1455,9.8237,80.2601,3.8765,26.643,4,0.1246
1709337600000,2024-03-02 00:00:00,ALPHA/USDT,0.1397,0.15,0.1397,0.15,7.5805,53.2797,7.5805,53.2797,2,0.1424
1709251200000,2024-03-01 00:00:00,ALPHA/USDT,0.103,0.103,0.103,0.103,1.8446,17.9096,0,0,1,0.103
1709164800000,2024-02-29 00:00:00,ALPHA/USDT,0.1244,0.1502,0.1,0.1311,122.6749,864.9417,18.782,137.1301,15,0.1431
1709078400000,2024-02-28 00:00:00,ALPHA/USDT,0.1263,0.1263,0.1243,0.1244,125.3367,1006.8492,116.3367,935.183,11,0.1244
1708992000000,2024-02-27 00:00:00,ALPHA/USDT,0.1285,0.1285,0.1244,0.1244,140.8744,1112.4134,0,0,2,0.1266
1708905600000,2024-02-26 00:00:00,ALPHA/USDT,0.1339,0.1339,0.1243,0.1243,48.6187,389.4102,0,0,2,0.1248
1708819200000,2024-02-25 00:00:00,ALPHA/USDT,0.1375,0.139,0.1315,0.1315,39.7714,297.09,13.4714,97.09,4,0.1339
1708732800000,2024-02-24 00:00:00,ALPHA/USDT,0.1275,0.1391,0.1275,0.1391,207.1691,1504.8036,188.7298,1372.0616,12,0.1376
1708646400000,2024-02-23 00:00:00,ALPHA/USDT,0.117,0.117,0.117,0.117,45.5609,389.4101,0,0,1,0.117
1708560000000,2024-02-22 00:00:00,ALPHA/USDT,0.1242,0.1276,0.1242,0.1276,139.9999,1114.6427,80.2377,645.9336,5,0.1256
1708473600000,2024-02-21 00:00:00,ALPHA/USDT,0.1275,0.1275,0.1275,0.1275,0,0,0,0,0,0.1275
1708387200000,2024-02-20 00:00:00,ALPHA/USDT,0.1275,0.1275,0.1275,0.1275,3.9999,31.3725,1.9999,15.6862,2,0.1275
1708300800000,2024-02-19 00:00:00,ALPHA/USDT,0.1125,0.1229,0.1125,0.1229,173.9701,1417.1092,173.9701,1417.1092,8,0.1227
1708214400000,2024-02-18 00:00:00,ALPHA/USDT,0.0999,0.1229,0.0999,0.1228,42.6497,362.5692,32.9389,283.5553,8,0.118
1708128000000,2024-02-17 00:00:00,ALPHA/USDT,0.1099,0.125,0.0653,0.08,109.1481,1165.4862,46.5487,400.1416,22,0.0993
1708041600000,2024-02-16 00:00:00,ALPHA/USDT,0.1169,0.1447,0.0642,0.08,271.8311,2883.7042,6.8344,48.1793,22,0.0985
1707955200000,2024-02-15 00:00:00,ALPHA/USDT,0.1075,0.135,0.1075,0.1169,277.3859,2440.65,198.607,1756.8732,12,0.1138
1707868800000,2024-02-14 00:00:00,ALPHA/USDT,0.0995,0.1,0.0995,0.1,3.0245,30.2965,3.0245,30.2965,2,0.0998
1707782400000,2024-02-13 00:00:00,ALPHA/USDT,0.0929,0.0929,0.0929,0.0929,53.4757,575.6271,0,0,2,0.0929
1707696000000,2024-02-12 00:00:00,ALPHA/USDT,0.1,0.1028,0.075,0.075,20.7969,205.8661,19.9605,194.7134,4,0.1014
1707609600000,2024-02-11 00:00:00,ALPHA/USDT,0.0883,0.0978,0.0883,0.0978,143.4247,1469.1474,0,0,4,0.0976
1707523200000,2024-02-10 00:00:00,ALPHA/USDT,0.0866,0.0866,0.0866,0.0866,40.3457,465.8859,0,0,1,0.0866
1707436800000,2024-02-09 00:00:00,ALPHA/USDT,0.08,0.08,0.0799,0.08,153.8883,1923.7126,152.7883,1909.9626,4,0.0799
1707350400000,2024-02-08 00:00:00,ALPHA/USDT,0.0938,0.0939,0.0935,0.0939,33.1075,353.2387,20.7231,220.7856,3,0.0937
1707264000000,2024-02-07 00:00:00,ALPHA/USDT,0.088,0.0966,0.0783,0.0929,1317.7848,14191.1028,1316.0662,14172.5984,29,0.0928
1707177600000,2024-02-06 00:00:00,ALPHA/USDT,0.078,0.078,0.078,0.078,3.6789,47.1662,3.6789,47.1662,1,0.078
1707091200000,2024-02-05 00:00:00,ALPHA/USDT,0.0711,0.0895,0.07,0.0895,42.8377,514.5853,31.2682,349.8765,6,0.0842
1707004800000,2024-02-04 00:00:00,ALPHA/USDT,0.08,0.08,0.08,0.08,1,12.5,0,0,1,0.08
1706918400000,2024-02-03 00:00:00,ALPHA/USDT,0.089,0.089,0.089,0.089,0,0,0,0,0,0.089
1706832000000,2024-02-02 00:00:00,ALPHA/USDT,0.089,0.089,0.089,0.089,0,0,0,0,0,0.089
1706745600000,2024-02-01 00:00:00,ALPHA/USDT,0.089,0.089,0.089,0.089,92.9958,1044.8974,92.9958,1044.8974,2,0.089
1706659200000,2024-01-31 00:00:00,ALPHA/USDT,0.0765,0.0899,0.0765,0.0899,2.9943,35.2577,2.9943,35.2577,2,0.0854
1706572800000,2024-01-30 00:00:00,ALPHA/USDT,0.0899,0.0899,0.0899,0.0899,0,0,0,0,0,0.0899
1706486400000,2024-01-29 00:00:00,ALPHA/USDT,0.0899,0.0899,0.0899,0.0899,0,0,0,0,0,0.0899
1706400000000,2024-01-28 00:00:00,ALPHA/USDT,0.0899,0.0899,0.0899,0.0899,0,0,0,0,0,0.0899
1706313600000,2024-01-27 00:00:00,ALPHA/USDT,0.0899,0.0899,0.0899,0.0899,3.6358,40.4438,3.6358,40.4438,1,0.0899
1706227200000,2024-01-26 00:00:00,ALPHA/USDT,0.0882,0.1,0.0882,0.1,77.877,815.0704,33.8384,374.6842,6,0.0958
1706140800000,2024-01-25 00:00:00,ALPHA/USDT,0.0715,0.0715,0.0715,0.0715,1.2103,16.9279,0,0,1,0.0715
1706054400000,2024-01-24 00:00:00,ALPHA/USDT,0.09,0.09,0.09,0.09,0,0,0,0,0,0.0899
1705968000000,2024-01-23 00:00:00,ALPHA/USDT,0.09,0.09,0.09,0.09,0,0,0,0,0,0.0899
1705881600000,2024-01-22 00:00:00,ALPHA/USDT,0.0888,0.09,0.0888,0.09,106.4821,1183.7201,106.4821,1183.7201,3,0.0899
1705795200000,2024-01-21 00:00:00,ALPHA/USDT,0.07,0.07,0.07,0.07,0,0,0,0,0,0.0876
1705708800000,2024-01-20 00:00:00,ALPHA/USDT,0.07,0.07,0.07,0.07,0,0,0,0,0,0.0876
1705622400000,2024-01-19 00:00:00,ALPHA/USDT,0.07,0.07,0.07,0.07,0,0,0,0,0,0.0876
1705536000000,2024-01-18 00:00:00,ALPHA/USDT,0.07,0.07,0.07,0.07,0,0,0,0,0,0.0876
1705449600000,2024-01-17 00:00:00,ALPHA/USDT,0.09,0.09,0.07,0.07,33.9192,388.4768,26.0796,289.7737,7,0.0876
1705363200000,2024-01-16 00:00:00,ALPHA/USDT,0.09,0.09,0.09,0.09,0,0,0,0,0,0.09
1705276800000,2024-01-15 00:00:00,ALPHA/USDT,0.09,0.09,0.09,0.09,0,0,0,0,0,0.09
1705190400000,2024-01-14 00:00:00,ALPHA/USDT,0.09,0.09,0.09,0.09,1.8055,20.0615,0,0,1,0.09
1705104000000,2024-01-13 00:00:00,ALPHA/USDT,0.09,0.09,0.09,0.09,0.1944,2.1607,0,0,1,0.09
1705017600000,2024-01-12 00:00:00,ALPHA/USDT,0.0964,0.0964,0.0964,0.0964,0,0,0,0,0,0.0961
1704931200000,2024-01-11 00:00:00,ALPHA/USDT,0.0964,0.0964,0.0964,0.0964,0,0,0,0,0,0.0961
1704844800000,2024-01-10 00:00:00,ALPHA/USDT,0.0964,0.0964,0.0964,0.0964,0,0,0,0,0,0.0961
1704758400000,2024-01-09 00:00:00,ALPHA/USDT,0.0964,0.0964,0.0964,0.0964,0,0,0,0,0,0.0961
1704672000000,2024-01-08 00:00:00,ALPHA/USDT,0.0964,0.0964,0.0964,0.0964,0,0,0,0,0,0.0961
1704585600000,2024-01-07 00:00:00,ALPHA/USDT,0.0964,0.0964,0.0964,0.0964,0,0,0,0,0,0.0961
1704499200000,2024-01-06 00:00:00,ALPHA/USDT,0.0964,0.0964,0.0964,0.0964,0,0,0,0,0,0.0961
1704412800000,2024-01-05 00:00:00,ALPHA/USDT,0.0964,0.0964,0.0964,0.0964,0,0,0,0,0,0.0961
1704326400000,2024-01-04 00:00:00,ALPHA/USDT,0.1,0.1,0.0955,0.0964,37.448,389.6525,19.9999,207.4688,3,0.0961
1704240000000,2024-01-03 00:00:00,ALPHA/USDT,0.1204,0.1204,0.1204,0.1204,0,0,0,0,0,0.1152
1704153600000,2024-01-02 00:00:00,ALPHA/USDT,0.1204,0.1204,0.1204,0.1204,0,0,0,0,0,0.1152
1704067200000,2024-01-01 00:00:00,ALPHA/USDT,0.1204,0.1204,0.1204,0.1204,0,0,0,0,0,0.1152
1703980800000,2023-12-31 00:00:00,ALPHA/USDT,0.1093,0.1204,0.1073,0.1204,89.596,779.8064,50.2943,417.7268,3,0.1152
1703894400000,2023-12-30 00:00:00,ALPHA/USDT,0.1093,0.1093,0.1093,0.1093,0.5355,4.9,0,0,1,0.1093
1703808000000,2023-12-29 00:00:00,ALPHA/USDT,0.111,0.111,0.111,0.111,0,0,0,0,0,0.1153
1703721600000,2023-12-28 00:00:00,ALPHA/USDT,0.111,0.111,0.111,0.111,0,0,0,0,0,0.1153
1703635200000,2023-12-27 00:00:00,ALPHA/USDT,0.1207,0.1207,0.111,0.111,35.3819,307.204,15.9558,132.1946,2,0.1153
1703548800000,2023-12-26 00:00:00,ALPHA/USDT,0.1103,0.1169,0.1093,0.1169,203.2546,1776.0035,153.3976,1322.4489,6,0.1145
1703462400000,2023-12-25 00:00:00,ALPHA/USDT,0.1159,0.1235,0.1159,0.1235,48.6828,418.7152,48.6828,418.7152,2,0.1162
1703376000000,2023-12-24 00:00:00,ALPHA/USDT,0.1199,0.1235,0.1093,0.1193,546.1802,4663.3211,330.5891,2772.7005,26,0.1172
1703289600000,2023-12-23 00:00:00,ALPHA/USDT,0.1126,0.1126,0.1126,0.1126,0,0,0,0,0,0.1126
1703203200000,2023-12-22 00:00:00,ALPHA/USDT,0.1126,0.1126,0.1126,0.1126,113.2083,1005.4024,113.2083,1005.4024,2,0.1126
1703116800000,2023-12-21 00:00:00,ALPHA/USDT,0.103,0.103,0.103,0.103,2.0252,19.6631,0,0,1,0.103
1703030400000,2023-12-20 00:00:00,ALPHA/USDT,0.1116,0.1116,0.1116,0.1116,0,0,0,0,0,0.1098
1702944000000,2023-12-19 00:00:00,ALPHA/USDT,0.1053,0.1171,0.1053,0.1116,137.3143,1251.4678,19.9999,170.7941,4,0.1098
1702857600000,2023-12-18 00:00:00,ALPHA/USDT,0.1206,0.1206,0.1206,0.1206,34.6133,287.0099,34.6133,287.0099,1,0.1206
1702771200000,2023-12-17 00:00:00,ALPHA/USDT,0.1036,0.175,0.1036,0.1361,290.6637,2111.4948,178.2798,1308.9511,16,0.1424
1702684800000,2023-12-16 00:00:00,ALPHA/USDT,0.0947,0.1035,0.0946,0.1035,370.6971,3772.3096,178.7883,1745.6026,10,0.0984
1702598400000,2023-12-15 00:00:00,ALPHA/USDT,0.1034,0.1034,0.0969,0.0969,2.1418,21.449,1.0099,9.7678,2,0.0999
1702512000000,2023-12-14 00:00:00,ALPHA/USDT,0.093,0.101,0.093,0.101,51.7423,521.211,51.7423,521.211,5,0.0993
1702425600000,2023-12-13 00:00:00,ALPHA/USDT,0.0947,0.0947,0.0947,0.0947,0,0,0,0,0,0.0879
1702339200000,2023-12-12 00:00:00,ALPHA/USDT,0.0878,0.0947,0.0878,0.0947,54.5314,619.9035,1.4269,15.0684,2,0.0879
1702252800000,2023-12-11 00:00:00,ALPHA/USDT,0.0927,0.0987,0.0927,0.0987,59.5332,604.8351,56.9025,578.1814,3,0.0984
1702166400000,2023-12-10 00:00:00,ALPHA/USDT,0.0928,0.0928,0.0928,0.0928,54.9999,592.6724,0,0,1,0.0928
1702080000000,2023-12-09 00:00:00,ALPHA/USDT,0.0903,0.0938,0.0903,0.0927,37.7145,415.0868,0,0,3,0.0908
1701993600000,2023-12-08 00:00:00,ALPHA/USDT,0.0899,0.095,0.0899,0.095,124.197,1379.6926,124.197,1379.6926,6,0.09
1701907200000,2023-12-07 00:00:00,ALPHA/USDT,0.0918,0.0918,0.0643,0.0643,81.439,1225.1157,7.559,82.3422,8,0.0671
1701820800000,2023-12-06 00:00:00,ALPHA/USDT,0.0856,0.0856,0.065,0.065,33.9086,436.0804,0,0,11,0.0784
1701734400000,2023-12-05 00:00:00,ALPHA/USDT,0.1036,0.1036,0.1036,0.1036,0,0,0,0,0,0.0987
1701648000000,2023-12-04 00:00:00,ALPHA/USDT,0.1036,0.1036,0.1036,0.1036,0,0,0,0,0,0.0987
1701561600000,2023-12-03 00:00:00,ALPHA/USDT,0.1036,0.1036,0.1036,0.1036,0,0,0,0,0,0.0987
1701475200000,2023-12-02 00:00:00,ALPHA/USDT,0.1036,0.1036,0.1036,0.1036,0,0,0,0,0,0.0987
1701388800000,2023-12-01 00:00:00,ALPHA/USDT,0.1036,0.1036,0.1036,0.1036,0,0,0,0,0,0.0987
1701302400000,2023-11-30 00:00:00,ALPHA/USDT,0.1036,0.1036,0.1036,0.1036,0,0,0,0,0,0.0987
1701216000000,2023-11-29 00:00:00,ALPHA/USDT,0.1036,0.1036,0.1036,0.1036,0,0,0,0,0,0.0987
1701129600000,2023-11-28 00:00:00,ALPHA/USDT,0.1036,0.1036,0.1036,0.1036,0,0,0,0,0,0.0987
1701043200000,2023-11-27 00:00:00,ALPHA/USDT,0.0975,0.1036,0.0975,0.1036,55.0598,557.5558,55.0598,557.5558,6,0.0987
1700956800000,2023-11-26 00:00:00,ALPHA/USDT,0.0828,0.0999,0.0828,0.0999,906.4803,10163.5759,410.1758,4939.2042,11,0.0896
1700870400000,2023-11-25 00:00:00,ALPHA/USDT,0.0829,0.0829,0.0829,0.0829,94.382,1138.5044,0,0,1,0.0829
1700784000000,2023-11-24 00:00:00,ALPHA/USDT,0.0809,0.0809,0.0809,0.0809,0,0,0,0,0,0.0812
1700697600000,2023-11-23 00:00:00,ALPHA/USDT,0.0809,0.0809,0.0809,0.0809,0,0,0,0,0,0.0812
1700611200000,2023-11-22 00:00:00,ALPHA/USDT,0.0809,0.0809,0.0809,0.0809,0,0,0,0,0,0.0812
1700524800000,2023-11-21 00:00:00,ALPHA/USDT,0.0809,0.0809,0.0809,0.0809,0,0,0,0,0,0.0812
1700438400000,2023-11-20 00:00:00,ALPHA/USDT,0.0809,0.0809,0.0809,0.0809,0,0,0,0,0,0.0812
1700352000000,2023-11-19 00:00:00,ALPHA/USDT,0.082,0.082,0.0809,0.0809,13.9279,171.3838,0,0,2,0.0812
1700265600000,2023-11-18 00:00:00,ALPHA/USDT,0.0937,0.0937,0.0937,0.0937,0,0,0,0,0,0.0936
1700179200000,2023-11-17 00:00:00,ALPHA/USDT,0.0937,0.0937,0.0937,0.0937,0,0,0,0,0,0.0936
1700092800000,2023-11-16 00:00:00,ALPHA/USDT,0.0937,0.0937,0.0937,0.0937,0,0,0,0,0,0.0936
1700006400000,2023-11-15 00:00:00,ALPHA/USDT,0.0937,0.0937,0.0937,0.0937,0,0,0,0,0,0.0936
1699920000000,2023-11-14 00:00:00,ALPHA/USDT,0.0937,0.0937,0.0937,0.0937,0,0,0,0,0,0.0936
1699833600000,2023-11-13 00:00:00,ALPHA/USDT,0.0923,0.0937,0.0923,0.0937,21.0372,224.6849,21.0372,224.6849,2,0.0936
1699747200000,2023-11-12 00:00:00,ALPHA/USDT,0.0948,0.0948,0.0948,0.0948,1.0593,11.1751,1.0593,11.1751,1,0.0948
1699660800000,2023-11-11 00:00:00,ALPHA/USDT,0.0935,0.0935,0.0935,0.0935,0,0,0,0,0,0.0935
1699574400000,2023-11-10 00:00:00,ALPHA/USDT,0.0935,0.0935,0.0935,0.0935,0,0,0,0,0,0.0935
1699488000000,2023-11-09 00:00:00,ALPHA/USDT,0.0935,0.0935,0.0935,0.0935,10.9746,117.3761,10.9746,117.3761,1,0.0935
1699401600000,2023-11-08 00:00:00,ALPHA/USDT,0.09,0.09,0.09,0.09,1.0999,12.2222,1.0999,12.2222,2,0.09
1699315200000,2023-11-07 00:00:00,ALPHA/USDT,0.085,0.085,0.085,0.085,0,0,0,0,0,0.0786
1699228800000,2023-11-06 00:00:00,ALPHA/USDT,0.085,0.085,0.085,0.085,0,0,0,0,0,0.0786
1699142400000,2023-11-05 00:00:00,ALPHA/USDT,0.078,0.085,0.078,0.085,59.2544,753.5584,5.8534,68.9297,3,0.0786
1699056000000,2023-11-04 00:00:00,ALPHA/USDT,0.0707,0.0707,0.0707,0.0707,0,0,0,0,0,0.0707
1698969600000,2023-11-03 00:00:00,ALPHA/USDT,0.0707,0.0707,0.0707,0.0707,0,0,0,0,0,0.0707
1698883200000,2023-11-02 00:00:00,ALPHA/USDT,0.0707,0.0707,0.0707,0.0707,0,0,0,0,0,0.0707
1698796800000,2023-11-01 00:00:00,ALPHA/USDT,0.0707,0.0707,0.0707,0.0707,0,0,0,0,0,0.0707
1698710400000,2023-10-31 00:00:00,ALPHA/USDT,0.0707,0.0707,0.0707,0.0707,0,0,0,0,0,0.0707
1698624000000,2023-10-30 00:00:00,ALPHA/USDT,0.0707,0.0707,0.0707,0.0707,0,0,0,0,0,0.0707
1698537600000,2023-10-29 00:00:00,ALPHA/USDT,0.0707,0.0707,0.0707,0.0707,0,0,0,0,0,0.0707
1698451200000,2023-10-28 00:00:00,ALPHA/USDT,0.0707,0.0707,0.0707,0.0707,0,0,0,0,0,0.0707
1698364800000,2023-10-27 00:00:00,ALPHA/USDT,0.0707,0.0707,0.0707,0.0707,0,0,0,0,0,0.0707
1698278400000,2023-10-26 00:00:00,ALPHA/USDT,0.0707,0.0707,0.0707,0.0707,0,0,0,0,0,0.0707
1698192000000,2023-10-25 00:00:00,ALPHA/USDT,0.0707,0.0707,0.0707,0.0707,0,0,0,0,0,0.0707
1698105600000,2023-10-24 00:00:00,ALPHA/USDT,0.0707,0.0707,0.0707,0.0707,1.1083,15.6761,0,0,1,0.0707
1698019200000,2023-10-23 00:00:00,ALPHA/USDT,0.0676,0.0676,0.0676,0.0676,0,0,0,0,0,0.0676
1697932800000,2023-10-22 00:00:00,ALPHA/USDT,0.0676,0.0676,0.0676,0.0676,97.9642,1449.1756,0,0,1,0.0676
1697846400000,2023-10-21 00:00:00,ALPHA/USDT,0.069,0.069,0.069,0.069,0,0,0,0,0,0.069
1697760000000,2023-10-20 00:00:00,ALPHA/USDT,0.069,0.069,0.069,0.069,0,0,0,0,0,0.069
1697673600000,2023-10-19 00:00:00,ALPHA/USDT,0.069,0.069,0.069,0.069,0,0,0,0,0,0.069
1697587200000,2023-10-18 00:00:00,ALPHA/USDT,0.069,0.069,0.069,0.069,3.0142,43.6843,0,0,1,0.069
1697500800000,2023-10-17 00:00:00,ALPHA/USDT,0.0672,0.0682,0.0672,0.0682,18.26,270.7237,0,0,2,0.0674
1697414400000,2023-10-16 00:00:00,ALPHA/USDT,0.07,0.07,0.07,0.07,0,0,0,0,0,0.07
1697328000000,2023-10-15 00:00:00,ALPHA/USDT,0.07,0.07,0.07,0.07,0,0,0,0,0,0.07
1697241600000,2023-10-14 00:00:00,ALPHA/USDT,0.07,0.07,0.07,0.07,0,0,0,0,0,0.07
1697155200000,2023-10-13 00:00:00,ALPHA/USDT,0.07,0.07,0.07,0.07,4.1703,59.5769,4.1703,59.5769,1,0.07
1697068800000,2023-10-12 00:00:00,ALPHA/USDT,0.07,0.07,0.07,0.07,0,0,0,0,0,0.0709
1696982400000,2023-10-11 00:00:00,ALPHA/USDT,0.07,0.07,0.07,0.07,0,0,0,0,0,0.0709
1696896000000,2023-10-10 00:00:00,ALPHA/USDT,0.07,0.07,0.07,0.07,0,0,0,0,0,0.0709
1696809600000,2023-10-09 00:00:00,ALPHA/USDT,0.0713,0.0713,0.07,0.07,7.2227,101.872,0,0,5,0.0709
1696723200000,2023-10-08 00:00:00,ALPHA/USDT,0.0729,0.0729,0.0729,0.0729,0,0,0,0,0,0.0729
1696636800000,2023-10-07 00:00:00,ALPHA/USDT,0.0729,0.0729,0.0729,0.0729,0,0,0,0,0,0.0729
1696550400000,2023-10-06 00:00:00,ALPHA/USDT,0.0729,0.0729,0.0729,0.0729,2.9939,41.0698,0,0,1,0.0729
1696464000000,2023-10-05 00:00:00,ALPHA/USDT,0.073,0.0731,0.073,0.0731,16.832,230.3562,5.1125,70.035,2,0.073
1696377600000,2023-10-04 00:00:00,ALPHA/USDT,0.0799,0.0799,0.0799,0.0799,0,0,0,0,0,0.0799
1696291200000,2023-10-03 00:00:00,ALPHA/USDT,0.0799,0.0799,0.0799,0.0799,0,0,0,0,0,0.0799
1696204800000,2023-10-02 00:00:00,ALPHA/USDT,0.0799,0.0799,0.0799,0.0799,0,0,0,0,0,0.0799
1696118400000,2023-10-01 00:00:00,ALPHA/USDT,0.0799,0.0799,0.0799,0.0799,2.4104,30.1685,2.4104,30.1685,2,0.0799
1696032000000,2023-09-30 00:00:00,ALPHA/USDT,0.0712,0.0712,0.0712,0.0712,0,0,0,0,0,0.0712
1695945600000,2023-09-29 00:00:00,ALPHA/USDT,0.0712,0.0712,0.0712,0.0712,0,0,0,0,0,0.0712
1695859200000,2023-09-28 00:00:00,ALPHA/USDT,0.0712,0.0712,0.0712,0.0712,0.0771,1.0842,0,0,1,0.0712
1695772800000,2023-09-27 00:00:00,ALPHA/USDT,0.0766,0.0766,0.0766,0.0766,0,0,0,0,0,0.0766
1695686400000,2023-09-26 00:00:00,ALPHA/USDT,0.0766,0.0766,0.0766,0.0766,0,0,0,0,0,0.0766
1695600000000,2023-09-25 00:00:00,ALPHA/USDT,0.0766,0.0766,0.0766,0.0766,0,0,0,0,0,0.0766
1695513600000,2023-09-24 00:00:00,ALPHA/USDT,0.0766,0.0766,0.0766,0.0766,0,0,0,0,0,0.0766
1695427200000,2023-09-23 00:00:00,ALPHA/USDT,0.0766,0.0766,0.0766,0.0766,0,0,0,0,0,0.0766
1695340800000,2023-09-22 00:00:00,ALPHA/USDT,0.0766,0.0766,0.0766,0.0766,0,0,0,0,0,0.0766
1695254400000,2023-09-21 00:00:00,ALPHA/USDT,0.0766,0.0766,0.0766,0.0766,0,0,0,0,0,0.0766
1695168000000,2023-09-20 00:00:00,ALPHA/USDT,0.0766,0.0766,0.0766,0.0766,0,0,0,0,0,0.0766
1695081600000,2023-09-19 00:00:00,ALPHA/USDT,0.0766,0.0766,0.0766,0.0766,1.5032,19.6243,1.5032,19.6243,1,0.0766
1694995200000,2023-09-18 00:00:00,ALPHA/USDT,0.0705,0.0705,0.0705,0.0705,0,0,0,0,0,0.0705
1694908800000,2023-09-17 00:00:00,ALPHA/USDT,0.0705,0.0705,0.0705,0.0705,0,0,0,0,0,0.0705
1694822400000,2023-09-16 00:00:00,ALPHA/USDT,0.0705,0.0705,0.0705,0.0705,17.0235,241.4688,0,0,1,0.0705
1694736000000,2023-09-15 00:00:00,ALPHA/USDT,0.0832,0.0832,0.0832,0.0832,0,0,0,0,0,0.0832
1694649600000,2023-09-14 00:00:00,ALPHA/USDT,0.0832,0.0832,0.0832,0.0832,5.268,63.3181,5.268,63.3181,1,0.0832
1694563200000,2023-09-13 00:00:00,ALPHA/USDT,0.084,0.084,0.084,0.084,0,0,0,0,0,0.084
1694476800000,2023-09-12 00:00:00,ALPHA/USDT,0.084,0.084,0.084,0.084,0,0,0,0,0,0.084
1694390400000,2023-09-11 00:00:00,ALPHA/USDT,0.084,0.084,0.084,0.084,0,0,0,0,0,0.084
1694304000000,2023-09-10 00:00:00,ALPHA/USDT,0.084,0.084,0.084,0.084,0,0,0,0,0,0.084
